100 4950
2 55 0.4316392734111941
2 56 0.02442183516387686
2 57 0.41788592037009087
2 58 0.4970952903272161
2 59 0.9970139420755525
2 60 0.7178881543039651
2 61 0.731800144814143
2 62 0.9633512278505187
2 63 0.9434499391866148
2 64 0.9405277336779064
2 65 0.2795326441402727
2 66 0.17857855815361667
2 67 0.7245401888980215
2 68 0.23002340485533013
2 69 0.5884233064471159
2 70 0.4798252548416987
2 71 0.9269162438801601
2 72 0.6878737295263966
2 73 0.15861205371800702
2 74 0.9493556263455473
2 75 0.45253769740634175
2 76 0.9413614378867387
2 77 0.7794644430370458
2 78 0.7529394708466993
2 79 0.7343324823731772
2 80 0.9688467798773066
2 81 0.08066589337352958
2 82 0.9771253570483354
2 83 0.1463645116809773
2 84 0.4059712844643202
2 85 0.38536101999956995
2 86 0.4570090111273719
2 87 0.2654168682465434
2 88 0.34002720065375036
2 89 0.28478748196502013
2 90 0.09626028909388651
2 91 0.26223019556866467
2 92 0.8299332921105718
2 93 0.5713277210397915
2 94 0.19374639263031834
2 95 0.9357122646920395
2 96 0.4595620365336618
2 97 0.6966819493407334
2 98 0.8238144052190205
2 99 0.6433903374818135
2 100 0.02827554380407571
3 4 0.4741749599308728
3 5 0.2821329592896531
3 6 0.16075959273431206
3 7 0.4746392427391948
3 8 0.33363716600942894
3 9 0.4635654827187976
3 10 0.5449782031493672
3 11 0.27714669854636775
3 12 0.8032608414672319
3 13 0.9779695895931145
3 14 0.7588974175268843
3 15 0.54270860382637
3 16 0.2560044522553975
3 17 0.15564722451744983
3 18 0.02529279965921205
3 19 0.8767654870483341
3 20 0.5642616383219965
3 21 0.8361991743533858
3 22 0.08730530072694065
3 23 0.05091147222638892
3 24 0.05156722022386451
3 25 0.7278353317442945
3 26 0.02414652111447879
3 27 0.9321944874275823
3 28 0.09680041218826685
3 29 0.7944597582470504
3 30 0.8784115490661408
3 31 0.3894529413761275
3 32 0.7211737990763492
3 33 0.5741922691738301
3 34 0.4269343026320819
3 35 0.5146623722851933
3 36 0.24795079294528422
3 37 0.4996138545298138
3 38 0.12418441145482606
3 39 0.9743304127086608
3 40 0.8368610875657172
3 41 0.5980952198004982
3 42 0.2207621959738354
3 43 0.6214926870576023
3 44 0.3298720547026943
3 45 0.3984380109880934
3 46 0.38526303882252744
3 47 0.4123706329523449
3 48 0.2269430506822131
3 49 0.27580079288267734
3 50 0.4568372279043529
3 51 0.28267287249067985
3 52 0.12556795121224518
3 53 0.9272269930085303
3 54 0.975662991842764
3 55 0.6703291209693443
3 56 0.11121211323070601
3 57 0.26819604513002826
3 58 0.8407852707557386
3 59 0.8091349967352409
3 60 0.7612411610006901
3 61 0.4200726884394924
3 62 0.47152493402246465
3 63 0.9896390354640364
3 64 0.24868301090891953
3 65 0.15063845914819773
3 66 0.6685079640726452
3 67 0.2780558240653147
3 68 0.708847724192791
3 69 0.14396282816212735
3 70 0.4502277155955876
3 71 0.6013382697330967
3 72 0.5078559001958198
3 73 0.6496955740754043
3 74 0.6698915875751184
3 75 0.7808417562441499
3 76 0.6345179790973546
3 77 0.19336839633473146
3 78 0.3953054118618988
3 79 0.9922598058509309
3 80 0.4265680052873716
3 81 0.9583217147381117
3 82 0.3628712122864741
3 83 0.707217391715958
3 84 0.4098848791291795
3 85 0.7686617811719546
3 86 0.48824780335827644
3 87 0.752564136930634
3 88 0.6799412609049941
3 89 0.15925772201808963
3 90 0.03884666439435158
3 91 0.8621399554217939
3 92 0.6632193038510191
3 93 0.7992031930948141
3 94 0.33901093787329206
3 95 0.2658489236319532
3 96 0.3133090111140038
3 97 0.2557808031723108
3 98 0.10396493672507512
3 99 0.6511813410984577
3 100 0.6664646798247686
4 5 0.8827525238403808
4 6 0.0022799861692431866
4 7 0.8389318204306775
4 8 0.5459446511367654
4 9 0.06720945689606794
4 10 0.8630682577344421
4 11 0.016206183719067124
4 12 0.263393998360794
4 13 0.26061915637278077
4 14 0.6065796747816263
4 15 0.08289628234358837
4 16 0.18552340413131307
4 17 0.06330738159044513
4 18 0.8898714223691598
4 19 0.9413710836306507
4 20 0.8904864158568213
4 21 0.9011849542160567
4 22 0.024333816793344343
4 23 0.1729018536798792
4 24 0.5061161535301868
4 25 0.5477342027303409
4 26 0.24006460231338012
4 27 0.7934036375553811
4 28 0.04194523459490096
4 29 0.26268141052553917
4 30 0.5295386148287334
4 31 0.16302845623833317
4 32 0.5281898610910808
4 33 0.2500423151424752
4 34 0.6481777338336153
4 35 0.2123394433620045
4 36 0.7541883237544837
4 37 0.7175584289122675
4 38 0.6192148748610239
4 39 0.8094461585572236
4 40 0.045720063203533834
4 41 0.3378070733091112
4 42 0.9379700513707142
4 43 0.03617817448954619
4 44 0.31863901589138943
4 45 0.9257016030628195
4 46 0.7815260631503388
4 47 0.5269727788303611
4 48 0.11889363216649007
4 49 0.6850056072788527
4 50 0.1186971259334888
4 51 0.232032372021437
4 52 0.43576935953059204
4 53 0.6518962469870051
4 54 0.020765808145135622
4 55 0.4550287712516078
4 56 0.6568578079351259
4 57 0.6490158913055226
4 58 0.40308911345524046
4 59 0.9204847303262457
4 60 0.07411067254600201
4 61 0.9033086497115135
4 62 0.6681570425134608
4 63 0.33464809196203893
4 64 0.5178177396327247
4 65 0.9694513577216219
4 66 0.9133067782228553
4 67 0.9146769148566329
4 68 0.695216397377928
4 69 0.2693350332929515
4 70 0.3597929989519063
4 71 0.825271998905006
4 72 0.45817026435664043
4 73 0.5926784239045578
4 74 0.8410685989021882
4 75 0.7459758765960637
4 76 0.5131041177561119
4 77 0.1559466655288414
4 78 0.5960525057417443
4 79 0.7567342437271686
4 80 0.7388056183422846
4 81 0.224533476026899
4 82 0.1893700735426156
4 83 0.064550986976179
4 84 0.4416072373427641
4 85 0.36786781082594755
4 86 0.7176735544560707
4 87 0.37626479838621674
4 88 0.13310650762990395
4 89 0.6112201205767602
4 90 0.7415985195241408
4 91 0.022783100624691244
4 92 0.8673786979353969
4 93 0.7510492870218328
4 94 0.01490123988213965
4 95 0.14349227078961957
4 96 0.3877733446117515
4 97 0.11467137695002638
4 98 0.22776618726061448
4 99 0.812453549424106
4 100 0.298017528991522
5 6 0.18063342135120142
5 7 0.9759059461534175
5 8 0.1479662994816192
5 9 0.6820452145066241
5 10 0.6972658090932966
5 11 0.9909274976772132
5 12 0.32362717342716196
5 13 0.33570405951910864
5 14 0.08733466283363689
5 15 0.04769304791591089
5 16 0.1842026381218379
5 17 0.07840972472530927
5 18 0.8827929052143462
5 19 0.337867298166322
5 20 0.7517150814026667
5 21 0.07230236037920001
5 22 0.47372069836637
5 23 0.46691703570133525
5 24 0.5895039841665912
5 25 0.5945112934230316
5 26 0.719299653179613
5 27 0.470512959240565
5 28 0.3041045105433956
5 29 0.30944723063301527
5 30 0.6094254590391155
5 31 0.030793933021529996
5 32 0.93403324333421
5 33 0.30169141079394923
5 34 0.7179591781126147
5 35 0.27671520979143116
5 36 0.2159870356864848
5 37 0.8294628754222136
5 38 0.6416377797442926
5 39 0.40759459702996415
5 40 0.5483734640266716
5 41 0.574346186328006
5 42 0.6924213700340793
5 43 0.9557844833227804
5 44 0.13878478025489271
5 45 0.6137726374958973
5 46 0.4205863626020253
5 47 0.02002473399328719
5 48 0.9263358771627781
5 49 0.10681485913530175
5 50 0.6173220707188682
5 51 0.8585181631134856
5 52 0.33025895719344434
5 53 0.6950291503556111
5 54 0.5717521467235006
5 55 0.3002197798889785
5 56 0.6688920669125549
5 57 0.3742720082213574
5 58 0.4459130521354119
5 59 0.875894763370885
5 60 0.6726068298115306
5 61 0.8633651157516868
5 62 0.515599637265216
5 63 0.6316196310655795
5 64 0.4564464082094243
5 65 0.5230317388039213
5 66 0.8864834158334276
5 67 0.31532303750793733
5 68 0.4818367589545578
5 69 0.12256580825534702
5 70 0.864291016282595
5 71 0.3718097039293975
5 72 0.3766763955856307
5 73 0.3592610893901931
5 74 0.22954971469887797
5 75 0.8076924088685915
5 76 0.9371533980795441
5 77 0.5186485464759185
5 78 0.12703942345331665
5 79 0.05743010095194534
5 80 0.20479796168586217
5 81 0.19471174185036744
5 82 0.014831810354565378
5 83 0.98612691887757
5 84 0.6947521490613581
5 85 0.014625161509810192
5 86 0.44137423705852374
5 87 0.9675903119402869
5 88 0.11503557407522735
5 89 0.8509093109476676
5 90 0.5253221533599473
5 91 0.5772601175614755
5 92 0.20119221111289887
5 93 0.13729447054973742
5 94 0.695147084130772
5 95 0.3786216106370137
5 96 0.9572854960327507
5 97 0.3084487680509709
5 98 0.29070836767429986
5 99 0.9438554020885627
5 100 0.1835501651964352
6 7 0.8853302247172832
6 8 0.6529247291438837
6 9 0.14090503572274304
6 10 0.8491576203862244
6 11 0.5737892434290235
6 12 0.45282858247674296
6 13 0.14619688060567804
6 14 0.24584920531715582
6 15 0.9229973330872846
6 16 0.7467694553504898
6 17 0.9923626733915942
6 18 0.15006598681746253
6 19 0.39720438921108703
6 20 0.5017863551088626
6 21 0.9865181714973965
6 22 0.9070681922992762
6 23 0.7126034396301343
6 24 0.9285989801919593
6 25 0.15755252363281236
6 26 0.36231473583786356
6 27 0.3798329288066241
6 28 0.4298099878053131
6 29 0.7268602351959172
6 30 0.09543691056434778
6 31 0.6623099390281653
6 32 0.9297490086572181
6 33 0.28078090683667545
6 34 0.0422093879629134
6 35 0.4968444566693133
6 36 0.1765273126630411
6 37 0.8558728700525905
6 38 0.7001399104286334
6 39 0.4038255761834776
6 40 0.2033948987224814
6 41 0.2247396254994296
6 42 0.17006276238220341
6 43 0.3686966826159158
6 44 0.63782257116994
6 45 0.8510810882538793
6 46 0.28081506614859864
6 47 0.12520177996207071
6 48 0.9877061290405057
6 49 0.4044376648543112
6 50 0.27682235608310357
6 51 0.8144909222705949
6 52 0.7858707820139067
6 53 0.2821854774327458
6 54 0.19632283415300633
6 55 0.11585906031564996
6 56 0.8729187946929489
6 57 0.40843998002974147
6 58 0.5072425919177284
6 59 0.31309694000958077
6 60 0.43111313797226425
6 61 0.3120384632856482
6 62 0.05471999665657945
6 63 0.9016844412907857
6 64 0.40913560332994814
6 65 0.015472790977893225
6 66 0.09856380125611597
6 67 0.37255648343288095
6 68 0.998706206960877
6 69 0.334201108574932
6 70 0.24766509599446662
6 71 0.22164214776530955
6 72 0.3453033728131527
6 73 0.24012489570716955
6 74 0.994522790916686
6 75 0.03477094711957052
6 76 0.5725470709578547
6 77 0.31738037774757744
6 78 0.7626830206808818
6 79 0.9165823150926642
6 80 0.48247545333680497
6 81 0.08987746927254348
6 82 0.8439701783286067
6 83 0.37294047767561966
6 84 0.4107170224699932
6 85 0.07957534707571934
6 86 0.11180016737565901
6 87 0.6111312280014252
6 88 0.6175922513266694
6 89 0.936804594889455
6 90 0.4976589220245303
6 91 0.9636317009741718
6 92 0.3220404625954376
6 93 0.9089216910043314
6 94 0.17942864356678168
6 95 0.5090256838657727
6 96 0.7343956440217682
6 97 0.9643051993532229
6 98 0.7475581024396029
6 99 0.1086683458614286
6 100 0.04017062616956346
7 8 0.991696798730962
7 9 0.012227023280252491
7 10 0.1524000395046462
7 11 0.10636560352441848
7 12 0.8433926396585496
7 13 0.5764000915958626
7 14 0.6806513446738334
7 15 0.8048342749200601
7 16 0.7857979784001918
7 17 0.8833808710312652
7 18 0.6330218929065543
7 19 0.8710567547171794
7 20 0.5767083306702759
7 21 0.2346291720664857
7 22 0.288541362981952
7 23 0.7718527008266193
7 24 0.411805138059942
7 25 0.6684860693094363
7 26 0.5959123181299713
7 27 0.9433911357667341
7 28 0.9776292725678778
7 29 0.8293971462577038
7 30 0.9831530576503077
7 31 0.2940303224446311
7 32 0.06086437600555861
7 33 0.7773908101833427
7 34 0.16349474548805476
7 35 0.6431739928388198
7 36 0.7608469606055941
7 37 0.6372327890730733
7 38 0.9695990692799721
7 39 0.2960713907412015
7 40 0.7462700046563446
7 41 0.786377730050853
7 42 0.3727213077332766
7 43 0.09661263887470417
7 44 0.9167300753570095
7 45 0.3163543430404687
7 46 0.04503307821050273
7 47 0.8734215162702276
7 48 0.2893678781787785
7 49 0.3098603880097629
7 50 0.16295496741254123
7 51 0.5815016634229765
7 52 0.9688906104356907
7 53 0.3350174010603425
7 54 0.9018786002154058
7 55 0.911010802439561
7 56 0.15499311277398942
7 57 0.5153387205468959
7 58 0.9698845911998487
7 59 0.7999754736263451
7 60 0.5610457319677874
7 61 0.06852095655573176
7 62 0.06061790848942339
7 63 0.2329851415390629
7 64 0.8592597814241261
7 65 0.7198648536126693
7 66 0.8757196931355774
7 67 0.8588734467185114
7 68 0.8406126561054706
7 69 0.5814919275350383
7 70 0.4215493765320064
7 71 0.0569277520936351
7 72 0.3350131803256329
7 73 0.9957594376375228
7 74 0.10508336686195374
7 75 0.3604594194670486
7 76 0.4594266736168261
7 77 0.8130089253273366
7 78 0.6239009054569229
7 79 0.3758582392331238
7 80 0.5618116780385624
7 81 0.4751925843543252
7 82 0.22597471380693746
7 83 0.08307870962510933
7 84 0.2266005774469423
7 85 0.09366533195203952
7 86 0.39676149798453353
7 87 0.49263883924896645
7 88 0.262135644823271
7 89 0.8448070885360157
7 90 0.47088065832556747
7 91 0.8858022036070913
7 92 0.10171888772907112
7 93 0.1541322199668579
7 94 0.7737242189292296
7 95 0.29465630934303033
7 96 0.9857943713947869
7 97 0.15068657236610483
7 98 0.9371072868055896
7 99 0.2780308453107452
7 100 0.3334839061376125
8 9 0.25264464632665495
8 10 0.20461617226241835
8 11 0.21330401845215896
8 12 0.03561285795928204
8 13 0.7687718616919712
8 14 0.6275025082044071
8 15 0.3215793798327955
8 16 0.49016271263264766
8 17 0.28697860804303965
8 18 0.7139314298639527
8 19 0.8691206311063493
8 20 0.06832807116927397
8 21 0.30883028069112084
8 22 0.9221147013610451
8 23 0.9710573040403275
8 24 0.16139794359620308
8 25 0.580905124005334
8 26 0.5492106536633458
8 27 0.438379194185332
8 28 0.47991718510679227
8 29 0.23452279755908811
8 30 0.7718649663227717
8 31 0.1510580762752327
8 32 0.9020254617592703
8 33 0.7033425674949215
8 34 0.2563499932549139
8 35 0.666115737273025
8 36 0.21250684055780678
8 37 0.31447235840534205
8 38 0.4979161734239259
8 39 0.9291782121833526
8 40 0.6540037901976169
8 41 0.007544568925574202
8 42 0.5798283333938304
8 43 0.4538489504397383
8 44 0.616630118051979
8 45 0.003634292610926959
8 46 0.5386169903533538
8 47 0.5372412026763815
8 48 0.40886356101100585
8 49 0.37458480677846484
8 50 0.7779145134682731
8 51 0.9190645493599912
8 52 0.3264368864951964
8 53 0.02685079480327579
8 54 0.17967111918513567
8 55 0.5968084461571699
8 56 0.2707508747017918
8 57 0.5571767888087563
8 58 0.8799656779585393
8 59 0.2522007623569539
8 60 0.45839830046734453
8 61 0.38166064864056126
8 62 0.09553296960257063
8 63 0.9625161546489762
8 64 0.5771158876568734
8 65 0.7603300566879313
8 66 0.23218726213229157
8 67 0.7902985106195528
8 68 0.23003157751764336
8 69 0.5220376092152674
8 70 0.610307788349688
8 71 0.8913149416680443
8 72 0.40850162867065465
8 73 0.9663621517021737
8 74 0.5530409668008701
8 75 0.10410987178299125
8 76 0.3658488347294817
8 77 0.3738996735239133
8 78 0.38614490646360644
8 79 0.09023022245737866
8 80 0.3076511231503276
8 81 0.529150105230251
8 82 0.21968821382699755
8 83 0.8072498326347636
8 84 0.8090802247979019
8 85 0.4325309247867787
8 86 0.7402926856041084
8 87 0.6001444292590252
8 88 0.20782952187624149
8 89 0.28263764768218136
8 90 0.8244144074384716
8 91 0.7246976490133423
8 92 0.19803955628158165
8 93 0.14920855907312414
8 94 0.6497340809183978
8 95 0.9355230407169556
8 96 0.05968282367266242
8 97 0.6416570866538833
8 98 0.5410324263013376
8 99 0.8549040660577697
8 100 0.744923410170405
9 10 0.26523013505614323
9 11 0.8830973135950106
9 12 0.8973592550484751
9 13 0.3843122554610884
9 14 0.6398832913556654
9 15 0.5035772182515064
9 16 0.7815414476817597
9 17 0.46059209493975317
9 18 0.2773978487892794
9 19 0.8490047877732695
9 20 0.310916926737435
9 21 0.8618714475206316
9 22 0.25421405083120974
9 23 0.18674057244764952
9 24 0.848364518834732
9 25 0.7492590102678165
9 26 0.5713721438587291
9 27 0.9206552461984896
9 28 0.9129199733443117
9 29 0.9637114363101958
9 30 0.547352696798153
9 31 0.23627850729550715
9 32 0.7152399879115782
9 33 0.919493702914118
9 34 0.1408863052312277
9 35 0.7874928061959027
9 36 0.5551789198674938
9 37 0.9531303471725707
9 38 0.29773927091491426
9 39 0.017174384131278697
9 40 0.8222416235628445
9 41 0.120116539828791
9 42 0.45710470539722226
9 43 0.797040302059256
9 44 0.5748130323728178
9 45 0.2608322543858157
9 46 0.3088531856863449
9 47 0.8388863187852725
9 48 0.24142663768378836
9 49 0.37718284335040986
9 50 0.07331147473958177
9 51 0.3236614442956923
9 52 0.5018438166577515
9 53 0.1820938108036264
9 54 0.968693240960197
9 55 0.019122958480478625
9 56 0.2712695693504399
9 57 0.007867965231177165
9 58 0.34123840224925417
9 59 0.7634816746302499
9 60 0.314720280850487
9 61 0.5351341175998936
9 62 0.8740717369199674
9 63 0.41152355979791344
9 64 0.019572060256166868
9 65 0.7227682644586684
9 66 0.5306800104718161
9 67 0.11141824165022463
9 68 0.2471882278147126
9 69 0.47943513444493324
9 70 0.2339990752305673
9 71 0.7987318175879946
9 72 0.9583449416252771
9 73 0.4543282973312831
9 74 0.14522481346561322
9 75 0.9194892170242355
9 76 0.2213126964236971
9 77 0.15283188074344
9 78 0.941932130800677
9 79 0.4688614401877407
9 80 0.424074584650316
9 81 0.846586752260878
9 82 0.8050653327840773
9 83 0.3829886140144493
9 84 0.05673116117176069
9 85 0.02406321733349459
9 86 0.982724780991668
9 87 0.21058528664439058
9 88 0.5658564049749978
9 89 0.7711111391969802
9 90 0.3183032176186592
9 91 0.9860636283967377
9 92 0.49266957223512053
9 93 0.5012848138116268
9 94 0.22604892296881107
9 95 0.9333166045926032
9 96 0.3451698930273085
9 97 0.9838414021088877
9 98 0.2140430345076163
9 99 0.7233880619361415
9 100 0.9749145263016357
10 11 0.4212307994068739
10 12 0.31984318682967483
10 13 0.12167438157503463
10 14 0.04231376116356522
10 15 0.9890366755512711
10 16 0.3299459249354465
10 17 0.5439542376756875
10 18 0.8774962000306306
10 19 0.12888649031932475
10 20 0.7892863048364711
10 21 0.7517219944268924
10 22 0.6510858887446198
10 23 0.4147512947826987
10 24 0.38182290810584507
10 25 0.894260887585746
10 26 0.7304813195366988
10 27 0.46020218216442854
10 28 0.518253578424343
10 29 0.1198429161177742
10 30 0.1081795196955363
10 31 0.23556050344314516
10 32 0.3170627586872158
10 33 0.24581610794569275
10 34 0.3904660644443918
10 35 0.26826178586108407
10 36 0.655347164213055
10 37 0.5134189959255612
10 38 0.48444668495250676
10 39 0.6904200115940085
10 40 0.582748636843861
10 41 0.9524070116661466
10 42 0.38135833029955857
10 43 0.1897084823279407
10 44 0.20055243666807532
10 45 0.7426652071871205
10 46 0.5790735441829936
10 47 0.549322497952621
10 48 0.9200392550152455
10 49 0.6875050502567952
10 50 0.5556341724042956
10 51 0.48191092142937175
10 52 0.26147642232658985
10 53 0.9626005581631278
10 54 0.0787093170826535
10 55 0.18390025034940716
10 56 0.005723460144033243
10 57 0.0885261253036006
10 58 0.2485555256748414
10 59 0.9300533277695883
10 60 0.30971273433359037
10 61 0.14022611522288597
10 62 0.5086095359934342
10 63 0.10331728281353603
10 64 0.3456946693550407
10 65 0.16505107191968293
10 66 0.989668481068876
10 67 0.8858569260795562
10 68 0.4027405461810183
10 69 0.5128056993730121
10 70 0.4970681610269667
10 71 0.8776759209142968
10 72 0.7587414208097877
10 73 0.6282378011519274
10 74 0.4454209501552737
10 75 0.8494808389948584
10 76 0.720125146900146
10 77 0.3036788646526074
10 78 0.39623830613261235
10 79 0.4048100320423813
10 80 0.22749799919877522
10 81 0.9142869120995332
10 82 0.9931339155341569
10 83 0.5640175584655513
10 84 0.9669104071328305
10 85 0.03771395993369053
10 86 0.8737036164558805
10 87 0.021869000178015408
10 88 0.26474342371377124
10 89 0.8139604447640493
10 90 0.7553633357421354
10 91 0.04815475875294517
10 92 0.7234148276463043
10 93 0.9453797647692325
10 94 0.6785089872907398
10 95 0.9817142410410128
10 96 0.528995220170631
10 97 0.48852977129817743
10 98 0.8033165594090715
10 99 0.9494370475415126
10 100 0.7887400727565718
11 12 0.9788373113850339
11 13 0.29539406698240056
11 14 0.23831463461939972
11 15 0.5906118932078591
11 16 0.2711728443430229
11 17 0.36758058799157967
11 18 0.20954930457200172
11 19 0.11812127475140399
11 20 0.5178972098340477
11 21 0.4301398563337996
11 22 0.7774401341719458
11 23 0.43126960951088067
11 24 0.8623538690546706
11 25 0.16946928998909805
11 26 0.9975614855829505
11 27 0.5957040854715094
11 28 0.20106328566498344
11 29 0.12069024020768204
11 30 0.34073101040935005
11 31 0.02744930202928586
11 32 0.8502107341250594
11 33 0.826570588560387
11 34 0.015120269830693478
11 35 0.5925719817115446
11 36 0.11996491944065968
11 37 0.4255858012290171
11 38 0.4378127672344343
11 39 0.15663588702260767
11 40 0.6790781130479323
11 41 0.9961017087731557
11 42 0.6806128599520307
11 43 0.3021466177422404
11 44 0.9455290744018497
11 45 0.14842063435915942
11 46 0.0007399711622761984
11 47 0.7746203889845324
11 48 0.7979192021190815
11 49 0.5531287989603734
11 50 0.4111176838365789
11 51 0.25723839559483663
11 52 0.07500304536125846
11 53 0.42379855762339014
11 54 0.31550472371267135
11 55 0.19654616215067
11 56 0.8968768080502587
11 57 0.021799829016048378
11 58 0.0929696245465571
11 59 0.560529423752379
11 60 0.9088791769326611
11 61 0.5893917373486951
11 62 0.5401329073573999
11 63 0.8299672672457644
11 64 0.5151608259769469
11 65 0.8300729163493668
11 66 0.921129284471028
11 67 0.974112673396629
11 68 0.9663395287974993
11 69 0.2242609520577048
11 70 0.5863723787146633
11 71 0.28809777526278924
11 72 0.8524139688232653
11 73 0.6372495008995958
11 74 0.07424714401436483
11 75 0.02027160461258004
11 76 0.2915397700278597
11 77 0.7279426178557368
11 78 0.19331346164657381
11 79 0.13965769406216566
11 80 0.8723845547985578
11 81 0.771581079728265
11 82 0.41179734656330813
11 83 0.16536863368779042
11 84 0.807538318737551
11 85 0.001311588257086549
11 86 0.8738310422629367
11 87 0.9330941493938383
11 88 0.3912619976418178
11 89 0.2799860312996756
11 90 0.27446889635422833
11 91 0.3840949777270666
11 92 0.10661526636584007
11 93 0.9046848949828886
11 94 0.38220708782252255
11 95 0.9551686363559173
11 96 0.3445339491919295
11 97 0.10239268350162467
11 98 0.5840433010341558
11 99 0.6489725794548894
11 100 0.28948615824599677
12 13 0.2977846050500036
12 14 0.8499573246420279
12 15 0.33322214536069883
12 16 0.34632647453890664
12 17 0.45379352088870184
12 18 0.943487403455905
12 19 0.5964060801431124
12 20 0.3237125683800558
12 21 0.43738419100579506
12 22 0.5598981124275182
12 23 0.7624848795944011
12 24 0.21162101001611466
12 25 0.18117725446160204
12 26 0.9402529872623627
12 27 0.19552079662278088
12 28 0.98432264956668
12 29 0.4257328596755199
12 30 0.6660755269874681
12 31 0.1000344216249276
12 32 0.03636982247097997
12 33 0.4000697051464094
12 34 0.36634651376165195
12 35 0.4905518025687392
12 36 0.2971192078029322
12 37 0.43477700269122665
12 38 0.14535838948924829
12 39 0.3609948827324837
12 40 0.20821454880573087
12 41 0.8422017973130174
12 42 0.3993071897569688
12 43 0.9942274716693101
12 44 0.6901141099915807
12 45 0.12527176310699573
12 46 0.12448399422221734
12 47 0.1295910394346249
12 48 0.8277629344027911
12 49 0.248871644261358
12 50 0.31321499181406187
12 51 0.4124707477999662
12 52 0.7485410545654745
12 53 0.6550771211031999
12 54 0.34731341010659833
12 55 0.24959783553549186
12 56 0.537158668512802
12 57 0.40713403205303145
12 58 0.6864368584963303
12 59 0.04650722304346411
12 60 0.845229310580419
